benchmark_id,log_constants,log_booleans,log_ranges,log_bits,log_lists,log_values,log_extra_booleans,log_extra_ranges,log_extra_bits,log_extra_values,log_constraints,log_search_vars,dyn_log_avg_weight,dyn_log_stdev_weight,dyn_log_nodes,dyn_log_propags,max_arity,percent_ext,percent_global,percent_gac_predicate,percent_dec_predicate,sqrt_avg_domsize,sqrt_max_domsize,percent_avg_continuity,percent_min_continuity,num_alldiff,perten_binext,perten_naryext,perten_largeext,percent_alldiff,percent_wsum,percent_element,percent_cumulative,perten_avg_predshape,perten_avg_predsize,perten_avg_predarity
11,-1.0,-1.0,-1.0,-1.0,4.90689059561,6.90689059561,-1.0,-1.0,-1.0,-1.0,6.55458885168,4.90689059561,2.88752527074,1.86341560852,-1.0,1.58496250072,2.0,100.0,16.049382716,0.0,0.0,2.0,2.0,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
12,-1.0,-1.0,-1.0,-1.0,6.96578428466,8.96578428466,-1.0,-1.0,-1.0,-1.0,9.55074678538,6.96578428466,3.66902676551,2.83419573845,4.95419631039,14.18340277,2.0,100.0,1.90217391304,0.0,0.0,2.0,2.0,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
13,-1.0,5.32192809489,-1.0,-1.0,-1.0,6.32192809489,-1.0,-1.0,-1.0,-1.0,6.37503943135,5.32192809489,2.16188768238,0.913782503325,-1.0,0.0,2.0,100.0,6.41025641026,0.0,0.0,1.41421356237,1.41421356237,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
14,-1.0,-1.0,-1.0,-1.0,5.55458885168,7.1395513524,-1.0,-1.0,-1.0,-1.0,7.88264304936,5.55458885168,3.24307267418,2.77556233117,4.24792751344,12.3012103713,2.0,100.0,0.0,0.0,0.0,1.73205080757,1.73205080757,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,-1.0,-1.0,-1.0,-1.0,4.90689059561,7.49185309633,-1.0,-1.0,-1.0,-1.0,6.55458885168,4.90689059561,2.09310940439,2.15355232579,4.85798099513,8.87958324961,2.0,100.0,16.049382716,0.0,0.0,2.44948974278,2.44948974278,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
16,-1.0,-1.0,-1.0,-1.0,8.81378119122,10.8137811912,-1.0,-1.0,-1.0,-1.0,12.5936245497,8.81378119122,4.89713283804,2.98277922569,-1.0,1.0,2.0,100.0,8.17290864543,0.0,0.0,2.0,2.0,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
17,-1.0,-1.0,-1.0,-1.0,8.81378119122,11.1357092861,-1.0,-1.0,-1.0,-1.0,12.5936245497,8.81378119122,4.7826415395,4.96167733107,9.57742882804,21.9072075592,2.0,100.0,8.17290864543,0.0,0.0,2.2360679775,2.2360679775,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
18,-1.0,-1.0,-1.0,-1.0,4.64385618977,6.96578428466,-1.0,-1.0,-1.0,-1.0,7.78135971352,4.64385618977,3.89530262133,3.17335082401,2.32192809489,10.2276159434,2.0,100.0,37.5,0.0,0.0,2.2360679775,2.2360679775,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
19,-1.0,-1.0,0.0,-1.0,5.28540221886,7.90689059561,-1.0,-1.0,-1.0,-1.0,6.37503943135,5.32192809489,1.26303440583,1.21514263649,5.28540221886,8.38370429247,2.0,100.0,6.41025641026,0.0,0.0,2.44948974278,2.44948974278,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
20,-1.0,-1.0,-1.0,-1.0,5.55458885168,7.87651694656,-1.0,-1.0,-1.0,-1.0,7.88264304936,5.55458885168,15.5017114861,15.1299075906,17.3581618185,23.9692329767,2.0,100.0,0.0,0.0,0.0,2.2360679775,2.2360679775,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21,-1.0,-1.0,-1.0,-1.0,8.81378119122,10.3987436919,-1.0,-1.0,-1.0,-1.0,12.5936245497,8.81378119122,4.89713283804,2.98277922569,-1.0,0.0,2.0,100.0,8.17290864543,0.0,0.0,1.73205080757,1.73205080757,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
22,-1.0,-1.0,-1.0,-1.0,4.90689059561,7.2288186905,-1.0,-1.0,-1.0,-1.0,6.55458885168,4.90689059561,2.88752527074,1.86341560852,-1.0,3.16992500144,2.0,100.0,16.049382716,0.0,0.0,2.2360679775,2.2360679775,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
408,-1.0,-1.0,-1.0,1.0,0.0,6.28540221886,-1.0,-1.0,-1.0,-1.0,1.58496250072,1.58496250072,0.0,-0.292481250361,1.58496250072,3.32192809489,2.0,66.6666666667,0.0,0.0,33.3333333333,5.09901951359,5.09901951359,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
647,-1.0,-1.0,-1.0,1.0,0.0,6.28540221886,-1.0,-1.0,-1.0,-1.0,1.58496250072,1.58496250072,0.0,-0.292481250361,1.58496250072,3.32192809489,2.0,66.6666666667,0.0,0.0,33.3333333333,5.09901951359,5.09901951359,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
675,-1.0,-1.0,-1.0,1.0,0.0,6.28540221886,-1.0,-1.0,-1.0,-1.0,1.58496250072,1.58496250072,0.0,-0.292481250361,1.0,3.32192809489,2.0,66.6666666667,0.0,0.0,33.3333333333,5.09901951359,5.09901951359,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
813,-1.0,-1.0,-1.0,1.0,0.0,6.28540221886,-1.0,-1.0,-1.0,-1.0,1.58496250072,1.58496250072,0.0,-0.292481250361,1.58496250072,3.32192809489,2.0,66.6666666667,0.0,0.0,33.3333333333,5.09901951359,5.09901951359,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1017,-1.0,6.47573343097,-1.0,-1.0,7.72792045456,10.1811522569,-1.0,-1.0,-1.0,-1.0,11.9854861991,8.23361967676,5.17974380445,6.66972475821,8.68299458368,18.1087898739,2.0,100.0,0.0,0.0,0.0,1.96396101212,2.82842712475,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1018,-1.0,7.03342300154,-1.0,-1.0,8.11374216605,10.6284455401,-1.0,-1.0,-1.0,-1.0,13.1862690268,8.67242534197,4.79505284594,5.12914724813,7.06608919046,18.3656560436,2.0,100.0,0.0,0.0,0.0,1.96974667427,3.31662479036,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1019,-1.0,6.5077946402,-1.0,-1.0,7.49984588708,10.0028150156,-1.0,-1.0,-1.0,-1.0,11.9203528554,8.08746284125,4.03277503609,4.10556154143,6.88264304936,16.3846657237,2.0,100.0,0.0,0.0,0.0,1.94217888556,3.31662479036,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1020,-1.0,7.72109918871,-1.0,-1.0,8.77807712954,11.4878400338,-1.0,-1.0,-1.0,-1.0,14.0906913669,9.34429590792,6.71538653933,8.14809226328,10.9527412472,22.7638056289,2.0,100.0,0.0,0.0,0.0,2.10201368655,3.46410161514,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1021,-1.0,5.0,-1.0,-1.0,5.28540221886,7.60733031375,-1.0,-1.0,-1.0,-1.0,7.76155123244,6.1497471195,1.61180411294,1.00449350282,4.58496250072,8.99717948094,2.0,100.0,0.0,0.0,0.0,1.65725039546,2.0,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1022,-1.0,7.03342300154,-1.0,-1.0,8.11374216605,10.6284455401,-1.0,-1.0,-1.0,-1.0,13.1862690268,8.67242534197,4.81779879379,5.1945864645,7.03342300154,18.3938554706,2.0,100.0,0.0,0.0,0.0,1.96974667427,3.31662479036,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1023,-1.0,6.75488750216,-1.0,-1.0,7.92481250361,10.4083297408,-1.0,-1.0,-1.0,-1.0,12.591756076,8.4553272203,4.162369809,3.98811700026,6.1497471195,15.5638218924,2.0,100.0,0.0,0.0,0.0,1.96768769671,3.31662479036,100.0,100.0,0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1277,-1.0,-1.0,-1.0,6.45943161864,-1.0,8.45943161864,-1.0,-1.0,-1.0,-1.0,7.18982455888,6.45943161864,0.730392940243,0.569395051345,6.26678654069,8.18982455888,2.0,0.0,0.0,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1278,-1.0,-1.0,-1.0,6.45943161864,-1.0,8.04439411936,-1.0,-1.0,-1.0,-1.0,7.18982455888,6.45943161864,16.150794381,16.4540005555,18.8523588181,22.7089114793,2.0,0.0,0.0,0.0,100.0,1.73205080757,1.73205080757,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1279,-1.0,-1.0,-1.0,6.64385618977,-1.0,8.64385618977,-1.0,-1.0,-1.0,-1.0,7.37503943135,6.64385618977,0.731183241572,0.550287020107,6.49185309633,8.37503943135,2.0,0.0,0.0,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1280,-1.0,-1.0,-1.0,6.64385618977,-1.0,8.2288186905,-1.0,-1.0,-1.0,-1.0,7.37503943135,6.64385618977,15.9268164777,16.5131398927,18.7109039425,22.7620571563,2.0,0.0,0.0,0.0,100.0,1.73205080757,1.73205080757,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1281,-1.0,-1.0,-1.0,6.45943161864,-1.0,8.45943161864,-1.0,-1.0,-1.0,-1.0,7.18982455888,6.45943161864,0.730392940243,0.546706053791,6.30378074818,8.18982455888,2.0,0.0,0.0,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1282,-1.0,-1.0,-1.0,6.64385618977,-1.0,8.64385618977,-1.0,-1.0,-1.0,-1.0,7.37503943135,6.64385618977,0.731183241572,0.570193016142,6.5077946402,8.37503943135,2.0,0.0,0.0,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1283,-1.0,-1.0,-1.0,6.64385618977,-1.0,8.2288186905,-1.0,-1.0,-1.0,-1.0,7.37503943135,6.64385618977,15.7840762963,16.0724724426,18.7490706763,22.7217865643,2.0,0.0,0.0,0.0,100.0,1.73205080757,1.73205080757,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1284,-1.0,-1.0,-1.0,6.45943161864,-1.0,8.04439411936,-1.0,-1.0,-1.0,-1.0,7.18982455888,6.45943161864,16.9925377001,17.0288057786,19.0720331349,22.6902977115,2.0,0.0,0.0,0.0,100.0,1.73205080757,1.73205080757,100.0,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0
1826,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0105281059,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1827,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,11.9801395776,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1828,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0491678724,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1829,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0593444608,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1830,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0495082511,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1831,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,11.9901039639,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1832,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0003521775,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1833,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.000704269,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1834,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0303222826,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1835,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.010178404,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1836,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.068778278,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1837,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.010178404,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1838,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,11.9701058906,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1839,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.010877723,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1840,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0105281059,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1841,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0303222826,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1842,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.0399471602,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1843,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,12.000704269,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1844,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,11.9801395776,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
1845,-1.0,-1.0,0.0,-1.0,6.75488750216,10.9851303735,-1.0,-1.0,-1.0,-1.0,10.203348003,6.76818432478,4.54526561619,4.58822672352,-1.0,11.9797824307,2.0,100.0,0.0792393026941,0.0,0.0,4.33218849346,5.29150262213,100.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
2639,-1.0,-1.0,-1.0,8.81378119122,-1.0,11.1357092861,-1.0,-1.0,-1.0,-1.0,12.5936245497,8.81378119122,4.7826415395,4.96167733107,9.57742882804,18.9767738673,2.0,0.0,8.17290864543,0.0,100.0,2.2360679775,2.2360679775,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2640,-1.0,-1.0,-1.0,8.81378119122,-1.0,11.1357092861,-1.0,-1.0,-1.0,-1.0,13.5010907703,8.81378119122,5.11769504267,4.60011070113,3.16992500144,14.8911191512,2.0,0.0,18.8275084555,0.0,100.0,2.2360679775,2.2360679775,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2641,-1.0,-1.0,-1.0,8.81378119122,-1.0,10.8137811912,-1.0,-1.0,-1.0,-1.0,13.5010907703,8.81378119122,5.91849224871,3.86655958101,-1.0,2.80735492206,2.0,0.0,18.8275084555,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2642,-1.0,-1.0,-1.0,8.81378119122,-1.0,10.8137811912,-1.0,-1.0,-1.0,-1.0,12.6003775531,8.81378119122,4.90528670991,2.93681091615,-1.0,1.58496250072,2.0,0.0,8.30136030694,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2643,-1.0,-1.0,-1.0,8.81378119122,-1.0,11.1357092861,-1.0,-1.0,-1.0,-1.0,13.5238069582,8.81378119122,5.16385649919,4.76579843574,2.58496250072,15.0460155567,2.0,0.0,20.146893808,0.0,100.0,2.2360679775,2.2360679775,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2644,-1.0,-1.0,-1.0,8.81378119122,-1.0,10.8137811912,-1.0,-1.0,-1.0,-1.0,13.5238069582,8.81378119122,5.95471331274,3.94252804392,-1.0,4.95419631039,2.0,0.0,20.146893808,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2645,-1.0,-1.0,-1.0,8.81378119122,-1.0,10.8137811912,-1.0,-1.0,-1.0,-1.0,12.5936245497,8.81378119122,4.89713283804,2.98277922569,-1.0,1.0,2.0,0.0,8.17290864543,0.0,100.0,2.0,2.0,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2646,-1.0,-1.0,-1.0,8.81378119122,-1.0,11.1357092861,-1.0,-1.0,-1.0,-1.0,12.6003775531,8.81378119122,4.40991888477,4.38183155533,7.47573343097,17.2076625939,2.0,0.0,8.30136030694,0.0,100.0,2.2360679775,2.2360679775,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2647,-1.0,-1.0,-1.0,8.81378119122,-1.0,13.1357092861,-1.0,-1.0,-1.0,-1.0,13.0639006101,8.81378119122,5.3909427728,4.78079731756,-1.0,6.0,2.0,0.0,3.63064262374,0.0,100.0,4.472135955,4.472135955,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
2648,-1.0,-1.0,-1.0,8.81378119122,-1.0,12.1357092861,-1.0,-1.0,-1.0,-1.0,14.2468890163,8.81378119122,6.81628680995,6.20950467693,-1.0,2.58496250072,2.0,0.0,12.1028657095,0.0,100.0,3.16227766017,3.16227766017,100.0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
