benchmark_id,minisat,cryptominisat,glucose,minisat_noelim,lingeling,clasp,picosat,precosat,kcnfs,march_rw,mxc,riss,sat4j,glueminisat,qutersat,contrasat,MPhaseSAT64,cirminisat,rsat
1277,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1278,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1279,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1280,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1281,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1282,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1283,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1284,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
1826,F,T,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F
1827,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
1828,F,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
1829,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
1830,F,T,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F
1831,F,T,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F
1832,F,T,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F
1833,F,F,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F
1834,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
1835,F,T,T,F,F,T,T,T,F,F,F,F,T,F,F,F,F,F,F
1836,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
1837,F,T,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
1838,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
1839,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
1840,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
1841,F,T,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
1842,F,F,T,F,F,T,T,T,F,F,F,F,T,F,F,F,F,F,F
1843,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
1844,F,F,T,F,F,T,T,T,F,F,F,F,T,F,F,F,F,F,F
1845,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F
2639,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2640,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2641,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2642,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2643,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2644,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2645,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2646,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
2647,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2648,F,F,T,F,F,T,T,T,F,F,F,T,F,T,T,F,T,T,T
2649,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2650,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2651,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2652,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2653,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2654,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2655,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2656,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2657,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2658,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2659,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2660,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2661,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2662,T,T,T,T,T,T,T,T,F,T,T,F,T,T,T,T,T,T,T
2663,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2664,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2665,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2666,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2667,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2668,F,T,T,F,F,T,T,T,F,F,F,T,T,T,T,F,T,T,F
2669,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2670,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2671,F,T,T,F,F,T,T,T,F,F,T,T,T,T,T,F,F,T,F
2672,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2673,T,T,T,T,T,T,T,T,F,T,T,F,T,T,T,T,T,T,T
2674,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2675,F,T,T,F,F,T,T,T,F,F,F,F,T,T,T,T,T,T,F
2676,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2677,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2678,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2679,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2680,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2681,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2682,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2683,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2684,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2685,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2686,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,F,T,T
2687,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2688,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
2689,F,T,T,F,F,T,T,T,F,F,F,T,T,T,T,T,T,F,F
2690,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,F,T,T
2691,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2692,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T
2693,F,T,T,F,F,T,T,T,F,F,T,T,T,T,T,T,T,T,F
2694,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2695,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2696,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2697,F,T,T,F,F,T,T,T,F,F,T,T,T,T,T,T,T,F,F
2698,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2699,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2700,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2701,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2702,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2703,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2704,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
2705,F,T,T,F,F,T,T,T,F,F,T,T,T,T,T,T,T,T,F
2706,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
2827,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2828,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2829,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
2830,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2831,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2832,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2833,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
2834,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2835,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2836,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2837,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
2838,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2839,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2840,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
2841,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3198,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3199,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3200,F,T,T,F,F,T,T,T,F,F,T,F,T,T,T,F,T,F,F
3201,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3202,T,F,T,T,T,T,T,T,F,F,T,T,T,T,F,T,T,T,F
3203,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T
3204,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3205,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3206,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3207,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3208,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3209,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3210,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3211,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3212,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3213,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3214,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3215,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3216,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3217,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3218,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3219,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3220,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3221,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3222,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3223,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3224,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3225,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3226,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3227,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3228,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3229,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3230,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3231,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3232,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3233,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3234,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3235,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3236,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3237,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3238,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3239,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3240,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3241,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3242,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3243,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3244,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3245,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3246,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3247,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3248,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3249,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3250,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3251,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3252,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3253,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3254,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3255,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3256,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3257,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3258,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3259,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3260,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3261,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3262,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3263,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3264,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3265,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3266,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3267,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3268,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3269,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3270,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3271,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3272,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3273,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3274,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3275,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3276,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3277,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3278,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3279,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3280,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3281,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3282,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3283,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3284,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3285,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3286,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3287,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3288,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3289,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3290,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3291,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3292,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3293,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3294,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3295,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3296,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3297,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3298,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3299,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3300,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3301,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3302,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3303,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3304,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3305,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3306,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3307,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3308,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3309,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3310,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3311,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3312,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3313,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3314,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3315,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3316,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3317,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3318,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3319,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3320,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3321,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3322,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3323,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3324,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3325,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3326,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3327,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3328,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3329,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3330,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3331,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3332,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3333,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3334,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3335,T,T,T,T,F,T,T,T,F,T,T,T,T,T,T,T,T,F,F
3336,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3337,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3338,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3339,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3340,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3341,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3342,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3343,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3344,T,T,T,T,F,T,T,T,F,T,T,T,T,T,T,T,T,T,F
3345,T,T,T,T,F,T,T,T,F,T,T,T,T,T,T,T,T,T,F
3346,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3347,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3348,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3349,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3350,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3351,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3352,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3353,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3354,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3355,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3356,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3357,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3358,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3359,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3360,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3361,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3362,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3363,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3364,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3365,F,T,T,F,F,T,T,T,F,T,T,T,F,T,T,T,T,T,F
3366,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3367,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3368,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3369,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3370,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3371,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3372,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3373,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3374,T,T,T,T,F,T,T,T,F,T,T,T,T,T,T,T,T,T,F
3375,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3376,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3377,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3378,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3379,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3380,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3381,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3382,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3383,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3384,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3385,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3386,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3387,T,T,F,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3388,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3389,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
