benchmark_id,minisat,cryptominisat,glucose,minisat_noelim,lingeling,clasp,picosat,precosat,kcnfs,march_rw,mxc,riss,sat4j,glueminisat,qutersat,contrasat,MPhaseSAT64,cirminisat,rsat
1283,0.857221,0.251923,0.251941,0.268054,0.052238,0.034271,0.038116,0.077002,1.68898,2820.965112,0.066601,0.134471,0.400206,0.05308,0.237973,0.233998,0.281804,0.073447,0.183514
1284,0.853383,0.244014,0.247218,0.255732,0.084579,0.055284,0.067014,0.103112,1.756729,25.264941,0.050351,0.0882,0.400287,0.102347,0.151892,0.286583,0.281922,0.104813,0.102108
1826,3600.0,2263.258678,424.295729,3600.0,3600.0,1584.361434,3524.284093,3600.0,3600.0,3600.0,3600.0,3600.0,754.29192,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1827,3600.0,3600.0,547.810747,3600.0,3600.0,1749.478487,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,741.246539,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1828,3600.0,3321.791296,505.003974,3600.0,3600.0,1719.376821,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,786.341424,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1829,3600.0,3600.0,388.824208,3600.0,3600.0,3011.981904,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,905.314174,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1830,3600.0,1902.57382,526.805447,3600.0,3600.0,2318.515834,3057.624283,3600.0,3600.0,3600.0,3600.0,3600.0,871.070381,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1831,3600.0,2143.949208,478.059264,3600.0,3600.0,3600.0,2565.486709,3600.0,3600.0,3600.0,3600.0,3600.0,842.645019,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1832,3600.0,2519.962679,465.117145,3600.0,3600.0,2956.494667,3370.492397,3600.0,3600.0,3600.0,3600.0,3600.0,744.835337,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1833,3600.0,3600.0,571.550563,3600.0,3600.0,1968.805328,2913.195463,3600.0,3600.0,3600.0,3600.0,3600.0,781.204556,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1834,3600.0,3600.0,390.531214,3600.0,3600.0,3575.867256,3600.0,3525.386125,3600.0,3600.0,3600.0,3600.0,754.083187,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1835,3600.0,2908.976084,468.269694,3600.0,3600.0,2475.661081,2908.912847,3590.684011,3600.0,3600.0,3600.0,3600.0,971.80568,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1836,3600.0,3600.0,621.170697,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,878.769348,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1837,3600.0,3294.952014,422.341894,3600.0,3600.0,3190.30368,3600.0,3336.255188,3600.0,3600.0,3600.0,3600.0,837.422695,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1838,3600.0,3600.0,405.353581,3600.0,3600.0,1377.929879,3600.0,3069.627238,3600.0,3600.0,3600.0,3600.0,699.630317,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1839,3600.0,3600.0,539.06032,3600.0,3600.0,1589.428067,3600.0,2719.642264,3600.0,3600.0,3600.0,3600.0,893.910865,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1840,3600.0,3600.0,402.664556,3600.0,3600.0,2377.19589,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,729.487878,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1841,3600.0,2554.61328,419.08491,3600.0,3600.0,1407.912817,3600.0,3185.453982,3600.0,3600.0,3600.0,3600.0,782.882182,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1842,3600.0,3600.0,415.755841,3600.0,3600.0,1881.20815,3216.618325,3136.528883,3600.0,3600.0,3600.0,3600.0,793.334442,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1843,3600.0,3600.0,442.057727,3600.0,3600.0,3014.208445,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,820.628363,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1844,3600.0,3600.0,507.88924,3600.0,3600.0,1725.141616,3494.97163,3313.451251,3600.0,3600.0,3600.0,3600.0,659.258353,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
1845,3600.0,3600.0,562.064601,3600.0,3600.0,2932.348746,3600.0,3480.935285,3600.0,3600.0,3600.0,3600.0,862.620211,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2639,0.969023,0.516207,0.274531,0.292263,0.486838,0.431717,0.085322,1.010623,462.793619,0.231647,0.183405,0.793496,0.599167,0.286501,0.383678,0.582542,0.582731,0.205282,0.283992
2640,0.960439,0.504276,0.279323,0.327845,0.501095,0.299175,0.099681,0.639359,2.402276,0.253785,0.300028,1.259121,0.507449,0.287582,0.505292,0.482663,0.585939,0.286024,0.336001
2641,0.616188,0.460672,0.279548,0.291219,0.349918,0.281743,0.102847,0.252287,0.288887,0.200647,0.249852,0.941124,0.403461,0.252854,0.405147,0.483214,0.481436,0.283175,0.252265
2642,0.605406,0.379811,0.265493,0.27794,0.25029,0.18112,0.06729,0.283196,0.199662,0.230337,0.150085,0.38656,0.401663,0.150841,0.304727,0.38494,0.384235,0.151973,0.2845
2643,0.610854,0.519935,0.426955,0.305027,0.449906,0.280984,0.100706,0.602324,0.500955,0.249732,0.350753,1.238647,0.501975,0.302597,0.400892,0.484658,0.531519,0.25236,0.332986
2644,0.611478,0.441354,0.269219,0.317128,0.349525,0.281053,0.131531,0.251111,0.148989,0.19972,0.249865,0.789684,0.506213,0.254609,0.436027,0.432014,0.432367,0.20546,0.305428
2645,0.603218,0.386871,0.255272,0.285608,0.251583,0.232108,0.084548,0.203808,0.153672,0.149743,0.152866,0.439676,0.353244,0.23867,0.25214,0.481824,0.38201,0.153237,0.282712
2646,0.603826,0.596637,0.823264,0.415339,1.204341,0.231846,0.150148,0.433305,3600.0,0.229654,0.30206,0.757345,0.600719,0.452137,0.351056,0.433483,1.582868,0.203989,0.286095
2647,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2648,3600.0,3600.0,346.001134,3600.0,3600.0,609.153952,469.29295,925.190383,3600.0,3600.0,3600.0,2970.571811,3600.0,1172.115182,852.900058,3600.0,1287.207537,2883.428981,1681.995052
2649,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2650,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2651,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2652,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2653,0.688285,0.852435,0.349878,0.449455,1.852954,1.303657,0.53084,0.705964,0.55245,0.63167,0.7879,2.759807,0.636522,0.743078,0.986165,0.988873,1.283616,0.739758,0.735289
2654,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2655,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2656,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2657,0.567111,0.408185,0.294951,0.337716,0.881931,0.332376,0.149572,0.534554,0.450002,0.329544,0.252517,1.163342,0.451382,0.335872,0.453582,0.535728,0.982047,0.256186,0.298512
2658,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2659,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2660,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2661,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2662,0.535472,1.431893,28.615393,0.85378,12.682185,1.405514,0.882794,1.988487,3600.0,6.088393,2.688746,3600.0,1.189553,0.936902,2.645212,0.984903,3.086875,0.786841,2.663761
2663,0.345981,0.774836,0.314888,0.382818,1.88525,0.981881,0.482207,0.887454,0.599755,0.532325,0.634404,3.399281,0.605905,0.638924,0.887869,0.937175,1.234229,0.655095,0.941189
2664,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2665,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2666,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2667,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2668,3600.0,765.382814,442.983207,3600.0,3600.0,496.552492,407.931059,836.224143,3600.0,3600.0,3600.0,2557.31095,2065.594552,1477.38822,1520.801719,3600.0,1317.448381,3024.893242,3600.0
2669,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2670,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2671,3600.0,853.25773,469.615491,3600.0,3600.0,399.423176,785.675152,685.231097,3600.0,3600.0,2368.388824,174.852333,3233.199392,797.191735,241.511294,3600.0,3600.0,2808.220276,3600.0
2672,0.345012,0.418893,0.292591,0.322778,1.037941,0.350655,0.331601,0.647362,0.386748,0.384412,0.300248,1.093334,0.585505,0.25646,0.482204,0.536595,1.032855,0.25209,0.432176
2673,0.439832,1.150725,0.40754,0.665727,11.800645,1.539663,0.333389,2.767019,3600.0,5.691148,2.49726,3600.0,0.986475,0.686981,3.392556,0.987458,2.886399,0.633626,2.145067
2674,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2675,3600.0,343.540839,435.206428,3600.0,3600.0,378.184767,291.595117,343.132926,3600.0,3600.0,3600.0,3600.0,3533.413268,1086.029272,455.276433,2505.657849,2895.195165,2082.748297,3600.0
2676,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2677,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2678,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2679,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2680,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2681,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2682,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2683,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2684,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2685,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2686,5.323877,2.040925,0.955447,8.905243,11.210069,2.439616,1.735779,4.195321,3600.0,3600.0,5.854572,4.805694,7.402935,2.208107,2.492648,4.146824,3600.0,2.907747,3.541157
2687,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2688,1.308213,1.43582,3.394524,1.744592,12.313966,1.233819,2.955949,36.300587,3600.0,3600.0,1.0843,19.713112,2.908637,0.686288,2.242013,1.233151,2.935283,2.253871,2.993118
2689,3600.0,932.935982,379.505982,3600.0,3600.0,714.811414,643.471015,294.294196,3600.0,3600.0,3600.0,2722.552537,3324.824617,1229.220988,830.040399,2162.213453,1341.277318,3600.0,3600.0
2690,4.404887,9.075012,1.883511,6.845744,13.512076,4.144634,1.635906,11.496968,3600.0,3600.0,7.527623,7.46064,9.463642,5.045597,5.097011,3.944759,3600.0,4.393864,5.389265
2691,0.259149,0.644684,0.3039,0.373416,1.387702,0.883307,0.332336,0.639661,0.633069,0.530354,0.603715,3.142423,0.502468,0.58596,0.636173,0.734593,1.031873,0.534847,0.684738
2692,2.72017,12.675291,2.554669,4.82274,13.263867,3.995072,2.004898,10.721284,3600.0,1542.429847,5.798111,16.581038,7.064235,4.448994,8.309302,6.246509,3600.0,7.809143,11.978974
2693,3600.0,251.719298,280.747157,3600.0,3600.0,140.252919,1751.738647,295.6896,3600.0,3600.0,3482.552055,1737.664182,2322.954393,863.472347,799.241175,1973.565428,1461.243171,1903.717218,3600.0
2694,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2695,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2696,0.259665,0.577708,0.303534,0.442449,1.234924,0.984587,0.149895,0.638701,0.500494,0.48242,0.750238,2.353552,0.634534,0.590366,0.938354,0.888495,1.083331,0.637001,0.991339
2697,3600.0,2282.252225,327.318666,3600.0,3600.0,568.279499,594.136668,216.715439,3600.0,3600.0,2923.209522,1366.315666,2582.906135,1366.522666,1187.9184,1701.602998,1159.159471,3600.0,3600.0
2698,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2699,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2700,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2701,0.252531,0.381958,0.296427,0.356692,0.704604,0.383086,0.152825,0.403623,0.53318,0.334191,0.235826,1.142563,0.587799,0.235053,0.534857,0.485676,0.830637,0.283568,0.440241
2702,0.252907,0.384076,0.314483,0.336346,0.841953,0.230005,0.10441,0.535805,0.331835,0.33147,0.250071,0.638544,0.503799,0.286162,0.537,0.54215,0.731238,0.334851,0.306234
2703,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2704,0.385581,0.944703,13.394053,0.685758,3.959448,1.484527,0.382441,1.539829,3600.0,548.202805,1.852988,41.810278,2.711422,0.738639,1.44064,1.03793,2.036391,0.687459,1.557789
2705,3600.0,177.242929,382.291631,3600.0,3600.0,413.176973,415.88358,301.985744,3600.0,3600.0,3350.276309,3061.729924,2680.173336,807.950854,394.960423,3222.261588,2617.097147,2131.342554,3600.0
2706,4.385987,1.355933,0.931302,4.975592,12.772439,2.738811,1.556483,8.977423,3600.0,3600.0,7.584124,10.768112,6.461905,1.939977,2.29017,5.857433,3.83853,4.853132,5.764415
2827,0.307268,0.27962,0.261905,0.297421,0.151071,0.100676,0.150806,0.104246,13.85467,0.349379,0.13314,0.184755,0.503836,0.194091,0.207489,0.333362,0.280625,0.151578,0.20526
2828,0.267681,0.264122,0.303733,0.285948,0.102469,0.149585,0.149114,0.156656,4.945354,0.149613,0.083422,0.131736,0.45069,0.152254,0.154064,0.284338,0.131434,0.1368,0.157423
2829,0.296869,0.273373,0.284612,0.269958,0.232957,0.130766,0.149222,0.234737,3600.0,9.491096,0.136544,0.187482,0.454584,0.153297,0.237236,0.382516,0.332736,0.13496,0.29
2830,0.285309,0.263257,0.273593,0.291887,0.236568,0.09858,0.102962,0.108952,3299.291861,0.132206,0.105129,0.13738,0.452609,0.101456,0.206749,0.282747,0.330997,0.102402,0.28836
2831,0.341536,0.26499,0.268423,0.282312,0.086301,0.10088,0.134618,0.155502,0.533236,0.133693,0.133267,0.238638,0.601643,0.154075,0.302991,0.282287,0.285112,0.133789,0.209078
2832,0.318171,0.315222,0.312133,0.347134,0.201131,0.148255,0.254885,0.157997,61.02688,1.201366,0.184389,1.983116,0.585695,0.201932,0.304587,0.434087,0.484036,0.131493,0.203233
2833,0.264159,0.254481,0.249014,0.269067,0.101144,0.100958,0.102604,0.104072,3600.0,0.232386,0.083885,0.136174,0.349975,0.105057,0.155119,0.3822,0.283765,0.099548,0.107433
2834,0.287593,0.279722,0.287497,0.286525,0.0833,0.104496,0.150052,0.155365,1.609551,0.185056,0.132536,0.214019,0.501006,0.104553,0.153923,0.284759,0.280975,0.102556,0.111947
2835,0.272426,0.264732,0.280243,0.281892,0.08446,0.132964,0.100814,0.153427,17.508058,0.132464,0.082493,3.231559,0.602493,0.103466,0.202475,0.28417,0.199225,0.104736,0.159689
2836,0.27132,0.257816,0.279571,0.278353,0.134081,0.131842,0.149661,0.104212,42.548155,0.799636,0.133929,1.594147,0.437452,0.104099,0.153556,0.334208,0.33241,0.133584,0.154928
2837,0.259329,0.250972,0.291893,0.261873,0.100999,0.132358,0.152506,0.108671,3600.0,27.819761,0.100293,0.138496,0.352496,0.103201,0.152507,0.383911,0.231389,0.153607,0.157563
